StudyHours,Attendance,PreviousScore,AssignmentScore,SleepHours,FinalScore
9.2,80.9,61.8,71.6,8.9,79.0
5.5,83.7,82.2,82.5,7.2,84.6
7.0,86.5,72.1,65.8,9.4,76.6
3.1,92.1,50.1,51.0,7.7,61.1
4.6,82.9,31.5,40.8,5.3,48.9
7.0,61.5,62.5,76.1,6.3,73.6
7.4,72.3,66.9,74.9,6.8,76.5
4.9,100.0,54.7,61.1,6.0,69.5
5.3,86.7,70.1,60.4,6.5,70.1
2.2,100.0,75.6,72.5,5.4,67.3
4.7,94.7,78.1,73.6,7.0,84.4
7.5,80.9,32.7,33.3,7.3,53.4
6.8,81.6,48.3,52.6,5.8,58.1
6.6,77.6,63.4,69.8,9.3,73.0
5.6,57.1,76.6,47.0,7.1,63.3
5.5,78.2,75.3,72.6,6.0,84.3
4.0,92.5,75.1,80.4,5.0,75.1
7.0,70.8,62.2,52.4,7.1,68.1
6.4,82.9,63.1,74.0,6.7,77.0
6.6,88.2,57.1,52.9,7.9,62.9
4.3,67.1,79.5,69.0,6.8,76.7
0.8,72.6,54.2,50.5,5.6,43.1
7.9,65.8,80.8,63.4,9.0,90.6
4.4,68.1,71.1,56.2,7.5,64.3
3.6,62.5,67.3,63.2,6.7,66.3
7.0,67.2,58.1,60.5,7.2,55.6
4.6,95.0,47.7,54.5,7.6,54.8
7.8,67.0,58.3,42.9,5.3,61.4
6.9,79.5,63.0,62.8,7.2,62.8
7.0,72.0,32.5,44.3,6.5,53.5
2.5,92.1,65.0,62.0,7.6,65.6
8.2,93.7,81.9,88.4,6.1,88.1
6.1,88.4,76.5,56.7,6.3,75.7
4.7,81.7,60.6,41.0,9.0,65.5
5.8,75.2,68.7,55.7,8.5,61.1
1.6,63.7,59.7,59.4,4.0,43.7
6.4,100.0,70.2,60.2,8.4,77.3
3.2,68.9,91.1,64.5,6.9,74.0
2.5,86.0,82.5,79.5,6.2,74.1
2.2,90.7,75.8,73.1,5.8,73.3
7.9,71.3,60.6,59.2,5.9,71.7
4.1,90.5,79.2,77.4,6.2,80.5
8.9,87.2,42.7,46.9,5.6,57.1
4.3,98.7,64.2,62.0,5.4,68.3
1.7,72.4,76.8,71.8,5.8,63.1
3.0,62.6,79.1,53.4,7.4,70.6
8.2,71.9,78.0,48.7,7.1,78.2
5.2,80.5,72.4,61.5,7.7,69.4
4.3,78.7,65.1,67.9,6.9,70.9
5.9,73.3,76.1,67.2,5.4,76.3
6.6,55.1,53.7,55.2,7.6,56.7
8.0,83.6,55.3,40.2,5.8,63.3
8.7,100.0,68.9,70.4,7.8,84.6
4.7,83.6,70.6,70.0,5.6,76.5
2.6,85.3,40.6,37.8,6.2,44.9
4.6,84.9,74.8,74.3,6.6,78.3
6.1,82.8,79.6,68.6,7.8,78.4
3.4,89.2,66.8,88.6,7.2,74.6
3.4,82.7,100.0,63.3,7.0,87.1
6.3,74.2,57.8,66.3,9.3,68.2
5.4,68.4,62.6,53.4,4.8,61.4
5.6,75.0,62.1,45.0,5.8,55.3
3.8,81.8,66.9,58.0,5.7,60.1
5.0,74.2,63.1,60.5,4.9,61.6
3.5,81.8,46.9,59.5,6.1,49.2
7.5,83.3,59.8,72.5,7.8,81.7
7.8,88.0,66.5,75.0,6.3,76.1
1.4,93.4,86.4,68.1,6.6,76.0
3.5,78.9,100.0,88.8,4.9,85.8
2.2,62.3,88.0,72.1,6.0,69.6
4.1,73.9,56.4,49.3,6.4,62.9
5.3,78.5,57.6,54.6,7.8,53.4
2.3,56.0,65.6,49.4,5.0,50.1
3.5,94.7,94.8,81.1,6.5,80.5
3.3,79.7,65.5,55.1,8.3,54.2
6.0,82.6,48.1,43.9,6.5,52.3
5.7,94.4,60.5,65.7,4.5,68.7
3.9,70.4,79.4,71.3,8.5,70.4
5.9,84.9,78.3,67.8,7.9,83.8
4.3,76.7,65.0,70.9,8.0,67.5
4.9,75.8,78.3,64.9,4.9,70.1
9.2,68.7,33.9,38.4,8.8,55.9
8.4,98.0,69.6,73.1,6.1,83.8
2.6,73.5,80.9,66.8,6.4,66.5
7.3,86.4,55.5,57.8,6.2,64.7
7.3,55.5,55.5,30.0,8.1,61.8
3.0,92.2,40.0,50.2,6.8,47.0
7.3,90.6,91.8,63.5,7.6,87.9
8.9,79.2,57.2,46.5,7.1,72.1
3.0,75.3,71.6,52.5,6.9,63.7
3.5,82.8,77.1,59.8,5.9,64.5
7.7,100.0,90.7,75.5,9.2,100.0
6.1,56.8,65.7,51.4,5.2,64.2
6.7,87.4,59.9,65.1,7.5,73.2
6.2,67.1,70.6,62.4,7.5,69.6
6.4,77.8,87.3,57.3,8.4,80.0
2.6,75.0,65.4,60.4,8.7,61.0
7.8,72.9,53.7,55.3,6.8,60.7
8.1,77.9,44.9,46.5,7.6,62.2
5.0,64.4,49.7,47.9,9.1,59.8
5.4,90.4,81.0,73.7,6.9,85.3
2.1,56.5,63.2,60.0,5.7,51.1
6.6,84.5,58.9,45.9,6.5,70.1
6.8,74.1,57.3,53.1,5.4,72.3
5.4,63.9,69.3,71.2,7.4,68.9
8.0,80.4,64.4,71.9,8.3,82.2
4.8,59.3,63.9,61.8,6.9,52.2
6.7,78.5,88.2,77.4,5.1,79.2
3.3,60.9,91.1,83.6,8.2,79.0
5.4,83.5,43.8,65.3,4.9,53.5
5.1,66.9,72.9,60.8,5.1,76.1
6.0,72.6,56.3,46.4,6.8,63.2
4.7,81.5,64.3,58.6,7.3,70.7
5.2,68.7,72.6,86.9,7.5,76.2
7.3,77.3,64.8,47.4,6.9,64.8
4.5,59.8,71.5,55.5,9.1,63.6
2.0,85.6,78.1,58.1,7.1,67.6
9.3,99.2,72.4,70.6,8.2,86.8
8.5,100.0,58.3,52.4,7.9,79.1
2.7,79.1,58.6,56.1,5.4,58.6
7.0,87.5,46.4,36.8,6.8,59.0
4.4,56.6,55.2,54.5,9.5,49.2
6.1,96.0,97.4,92.3,6.4,100.0
6.1,87.3,56.1,54.6,6.2,64.1
5.0,72.2,50.1,49.5,7.2,68.3
3.8,92.8,72.8,66.9,6.4,74.4
4.0,74.9,66.3,61.6,6.0,62.7
3.5,72.5,65.1,58.6,6.4,62.9
3.7,83.7,89.1,81.1,8.7,74.0
5.4,65.2,76.2,73.1,6.8,78.3
3.9,90.3,60.1,54.1,5.4,72.5
7.0,65.3,61.6,52.7,5.2,54.8
8.8,65.4,60.5,61.8,9.6,73.8
4.2,67.1,81.1,55.0,6.7,68.2
6.0,87.1,63.4,45.9,7.5,71.4
6.6,70.6,41.1,47.1,6.1,63.4
6.5,61.8,67.3,61.4,7.4,71.0
5.7,70.7,44.9,41.6,8.8,64.4
7.1,77.6,100.0,74.8,6.2,92.6
6.6,63.8,53.5,44.3,7.6,61.3
2.8,64.2,65.6,50.2,5.3,55.9
7.4,100.0,71.9,75.1,9.4,92.4
7.5,67.7,63.7,47.5,7.3,65.9
3.8,74.1,63.6,56.4,6.5,64.5
5.6,73.6,74.3,57.0,6.6,65.3
7.0,72.9,90.9,61.6,6.4,81.9
5.0,85.5,79.5,77.1,6.4,76.1
7.9,89.4,90.2,72.8,4.1,89.4
10.7,74.3,52.3,53.8,6.9,71.7
3.8,63.2,72.8,48.8,6.8,66.6
2.5,93.3,70.3,61.1,7.6,62.8
6.2,76.9,73.3,70.6,6.4,67.9
7.1,98.8,88.6,99.1,6.1,90.5
5.0,51.1,64.7,37.6,7.0,60.1
8.7,80.3,61.9,57.5,5.1,68.5
2.6,100.0,76.0,75.1,7.2,76.0
7.0,73.8,41.3,41.2,4.8,51.6
4.2,75.3,64.4,66.0,8.3,70.4
9.3,81.5,66.0,54.7,7.8,77.6
9.9,71.3,54.2,53.9,5.9,82.8
3.8,74.3,83.9,65.5,7.8,82.7
4.3,73.9,52.1,61.9,7.1,57.1
7.4,70.5,66.0,53.5,5.8,67.2
4.6,92.7,72.4,65.2,4.6,85.2
5.4,83.5,88.3,82.0,7.4,81.2
5.6,81.0,67.8,54.3,6.0,67.6
1.3,87.7,82.0,72.6,8.3,71.8
5.5,74.8,78.5,52.3,7.0,72.0
4.0,68.7,69.9,51.9,6.2,54.0
4.4,70.8,51.7,54.2,9.2,60.4
8.7,78.0,46.5,42.1,7.7,59.4
2.7,65.3,69.6,55.2,4.0,62.7
7.3,72.0,59.9,59.9,6.4,62.0
4.9,71.8,81.8,63.3,5.3,72.8
4.9,100.0,79.2,80.1,6.0,71.8
7.2,44.7,65.2,53.8,6.8,54.5
6.2,75.8,50.6,55.3,7.4,58.0
6.8,98.7,75.7,81.2,7.3,83.2
7.6,79.5,52.7,56.4,8.3,75.0
4.8,87.0,56.6,70.2,7.8,67.2
4.2,79.2,53.3,61.4,7.7,66.2
3.1,70.0,65.9,54.6,7.2,57.8
3.7,51.1,85.6,75.2,8.5,76.0
12.0,80.5,67.9,64.6,6.6,84.4
8.2,68.7,61.4,52.8,6.7,65.9
2.5,68.4,45.1,49.1,4.7,35.6
2.6,72.0,76.3,73.9,8.3,71.1
6.6,98.9,56.3,64.3,6.9,73.1
6.7,100.0,69.8,83.0,10.0,90.2
6.7,80.6,62.7,68.3,6.5,73.2
4.9,72.4,80.6,71.6,7.1,85.0
5.2,63.9,65.6,48.8,7.7,63.5
6.2,83.6,67.1,61.4,5.7,75.6
5.7,99.4,75.3,71.8,7.4,79.7
0.6,75.0,99.6,84.1,7.0,73.3
5.0,49.5,81.3,67.2,6.6,73.6
3.6,86.0,66.7,64.5,8.4,67.7
5.9,89.8,68.0,65.8,5.9,77.0
12.0,59.0,60.1,58.6,7.3,80.4
6.3,80.1,53.8,47.7,8.7,60.3
4.8,83.4,59.7,72.2,6.2,71.9
7.5,77.1,56.4,38.9,6.6,59.4
6.6,68.5,77.8,76.6,9.8,85.0
6.4,90.2,51.9,55.7,7.6,71.9
6.8,73.2,88.0,79.7,6.4,84.2
10.0,60.2,79.3,66.6,8.0,91.0
3.0,53.4,68.3,58.7,6.3,59.0
6.5,93.1,68.0,70.1,5.1,79.6
3.5,85.4,59.6,65.6,8.6,61.0
6.7,79.1,72.1,61.8,5.7,75.0
3.5,72.7,84.3,77.8,9.9,72.1
4.6,71.7,57.5,45.9,6.4,64.5
4.9,65.1,45.0,46.0,9.6,44.4
7.6,72.8,78.5,73.1,5.4,79.1
7.5,52.6,72.9,66.2,8.2,70.6
2.8,69.2,51.2,54.1,7.6,54.9
5.6,74.3,57.0,51.8,8.0,71.4
3.9,85.3,55.1,63.8,8.2,65.7
2.7,77.5,57.1,50.4,6.4,67.3
5.0,87.5,63.1,75.6,5.4,63.9
4.8,94.2,64.0,63.1,6.9,63.9
10.8,90.7,58.2,47.4,7.3,74.3
6.5,83.6,56.6,47.5,6.4,64.6
2.5,78.1,64.6,60.4,7.3,55.9
4.3,66.2,70.5,61.4,7.4,62.6
7.7,86.9,63.3,77.3,5.9,80.8
10.1,98.2,85.4,68.2,7.5,90.9
2.0,82.1,75.6,67.4,6.7,61.4
1.4,100.0,44.1,45.8,6.2,45.7
9.6,59.7,75.9,57.7,7.9,79.3
6.4,64.2,77.1,76.9,6.1,81.4
3.6,88.3,61.5,51.8,6.5,56.9
6.7,81.2,45.6,55.1,7.1,58.2
0.5,93.8,68.1,69.0,8.6,66.2
5.5,77.8,67.9,61.6,7.2,73.7
6.2,67.6,51.2,54.2,7.6,66.8
7.5,75.4,46.2,40.0,6.6,60.5
3.3,59.6,66.7,69.8,6.9,62.5
5.7,64.5,64.5,72.0,6.9,71.2
3.5,89.7,61.7,61.7,7.4,63.3
6.1,88.5,66.7,83.2,6.6,76.7
3.5,82.4,51.5,50.7,8.6,48.6
4.6,57.3,61.5,56.4,6.6,62.7
3.3,73.7,76.0,76.7,5.0,69.9
6.9,63.3,62.8,51.7,10.0,72.2
7.4,92.1,42.9,40.6,6.6,47.3
5.0,71.0,60.9,43.4,8.6,60.7
5.6,65.0,51.9,66.3,8.7,58.9
2.3,78.4,72.0,60.0,8.1,71.1
4.8,70.3,72.8,61.1,6.8,71.3
5.4,95.8,43.1,43.8,7.3,58.2
11.3,69.2,79.4,73.6,5.5,88.3
3.1,61.2,51.3,42.3,9.4,51.7
8.7,52.2,91.4,64.4,6.0,79.9
7.7,77.6,67.3,63.8,6.7,75.0
6.1,71.3,49.3,41.4,7.1,53.6
9.4,60.9,50.9,46.8,6.9,74.9
6.3,92.3,73.2,79.6,6.2,87.7
6.4,86.0,62.1,64.1,8.7,78.2
5.4,77.7,66.6,62.1,8.1,63.5
8.2,94.4,92.2,81.0,7.4,100.0
7.9,86.0,57.5,55.0,6.5,71.4
4.1,68.1,68.9,75.9,8.3,75.1
2.6,65.5,89.3,64.0,6.4,71.6
5.1,87.8,72.1,68.3,8.9,76.4
3.7,82.8,43.9,50.8,7.1,53.1
5.4,80.0,75.6,74.7,8.5,70.4
8.2,67.8,50.6,58.6,6.9,62.3
4.5,85.3,89.1,75.1,7.1,84.1
5.4,68.9,55.7,55.2,8.5,67.0
5.6,76.8,100.0,81.8,9.6,90.5
7.4,95.4,90.0,60.2,8.9,90.3
0.6,70.1,56.1,40.7,8.1,38.6
4.2,59.1,68.3,52.5,7.7,67.9
6.0,65.4,79.3,60.5,6.4,78.3
8.1,89.9,79.8,61.8,7.4,88.1
4.4,81.1,74.6,72.3,5.9,74.3
1.4,76.5,86.8,71.9,7.5,78.1
6.9,71.9,66.2,57.7,7.5,67.4
4.1,83.8,62.5,50.3,4.6,55.5
2.9,67.8,62.8,56.1,7.0,62.0
4.1,81.7,80.9,48.9,7.5,75.0
5.1,69.2,73.5,61.4,6.9,64.3
4.2,67.2,72.4,62.1,7.4,64.6
0.6,70.4,79.9,68.5,5.4,69.1
7.5,73.5,37.2,31.3,6.1,52.8
8.3,77.4,72.7,66.1,8.2,85.2
6.9,80.8,71.3,56.1,7.0,69.1
3.0,40.0,93.0,59.7,7.4,70.7
5.1,68.3,45.1,52.6,6.3,46.6
5.5,73.3,91.4,89.7,7.0,78.3
6.8,96.1,69.1,67.4,4.2,79.4
7.0,65.0,75.3,56.1,8.0,80.8
3.9,80.0,93.1,77.7,9.2,83.3
5.7,95.9,76.4,78.5,5.7,78.5
6.5,62.2,74.0,66.2,5.9,80.0
8.7,82.7,71.6,87.0,7.5,86.9
7.0,68.4,60.7,49.8,8.8,67.0
7.2,71.9,67.6,62.2,7.0,80.7
5.7,68.4,57.3,66.0,5.5,61.4
8.6,69.2,67.3,71.2,6.7,75.1
6.4,100.0,33.0,32.5,5.8,55.1
3.6,88.1,74.4,67.9,6.2,67.7
8.6,91.2,66.2,76.1,6.6,82.4
7.0,83.9,63.0,83.8,5.9,71.1
4.5,58.7,71.3,64.5,6.1,65.7
4.4,82.7,46.5,48.3,7.1,54.8
6.2,90.9,96.9,72.9,7.3,95.7
6.5,67.8,66.5,76.3,5.3,75.6
5.9,89.6,65.8,69.4,7.5,77.2
6.2,86.5,53.5,49.3,6.5,64.7
9.2,100.0,68.4,66.0,7.9,85.8
7.9,73.0,88.8,74.6,7.9,92.1
5.9,64.8,83.5,71.5,6.3,72.5
7.6,73.7,80.8,60.7,7.7,70.6
3.2,95.2,76.2,65.8,6.0,76.6
6.4,56.1,62.6,40.2,8.6,64.6
9.5,53.2,46.2,52.0,6.0,60.9
5.0,79.1,65.0,57.8,7.4,71.7
3.6,72.7,64.5,62.4,6.8,59.0
4.1,78.1,83.7,81.9,5.8,74.6
3.1,89.3,72.6,69.0,8.1,67.3
3.8,71.4,92.2,72.7,6.3,80.4
4.7,55.5,86.0,67.7,5.0,64.4
2.4,100.0,61.2,64.2,4.0,57.2
5.5,66.0,41.1,54.1,5.9,53.0
7.5,65.3,88.8,72.7,8.7,81.6
3.5,91.2,88.4,72.1,8.5,78.3
8.8,73.4,47.5,57.9,6.1,56.0
6.6,77.2,90.6,84.0,6.6,91.4
7.8,83.8,73.7,55.8,6.4,74.7
4.1,91.0,70.4,78.7,5.4,67.8
7.4,74.0,92.2,77.1,5.9,82.6
3.1,96.2,88.2,79.8,8.2,80.9
7.5,52.4,77.8,68.9,7.6,70.0
5.9,87.1,75.1,63.5,7.3,85.7
6.7,67.9,77.2,72.1,5.4,65.7
2.9,94.5,62.0,59.7,7.1,61.2
3.5,79.7,67.2,50.1,4.2,59.5
6.8,69.9,54.5,44.5,8.0,58.5
3.4,86.0,63.0,65.7,7.3,66.0
6.5,88.7,62.5,54.0,5.4,64.9
2.5,85.7,58.5,71.5,8.9,70.4
7.4,65.6,70.1,69.5,4.8,68.1
2.8,72.2,63.1,68.4,7.6,51.1
6.7,78.0,75.5,67.0,7.7,72.9
6.9,77.5,43.7,50.5,5.5,59.3
4.0,87.0,66.3,53.7,7.0,64.5
6.8,53.8,70.0,64.9,5.0,71.6
6.1,82.0,63.3,63.4,4.0,69.8
4.3,74.5,65.4,64.1,5.7,61.3
3.3,67.9,44.2,59.8,6.3,47.4
1.2,69.1,73.3,57.7,7.8,57.6
6.3,75.4,77.7,65.6,7.1,85.7
2.1,40.0,75.4,59.1,7.1,59.6
5.7,69.6,83.6,60.9,5.8,83.4
4.9,67.5,71.0,59.4,6.4,70.4
7.0,84.4,75.2,71.4,5.9,79.6
4.8,68.3,70.3,58.1,5.5,60.3
4.8,75.4,78.3,77.4,6.3,76.7
7.1,96.5,44.3,41.4,7.1,61.2
6.2,89.9,54.6,66.5,6.3,67.8
6.2,88.8,91.8,83.0,6.6,89.4
6.5,72.0,31.1,35.6,7.8,38.7
2.1,84.5,65.9,55.0,6.4,64.8
7.2,75.2,85.6,54.2,5.4,78.6
6.8,75.6,66.6,54.2,7.7,64.7
3.3,82.9,61.9,68.1,7.3,66.4
5.0,70.8,69.9,60.7,7.4,64.4
5.4,95.9,62.7,72.8,7.8,76.8
5.2,76.1,68.5,56.7,7.5,72.3
6.2,85.4,57.7,63.7,7.0,73.4
8.6,95.5,84.6,69.7,9.9,93.7
7.9,90.4,89.3,69.0,5.5,87.4
2.6,61.1,66.0,55.7,6.3,53.1
6.9,83.3,47.2,46.5,8.2,58.8
8.4,88.2,60.1,47.8,7.2,72.4
6.4,88.7,65.2,61.6,7.9,73.0
7.9,64.6,75.6,63.6,7.2,74.1
9.9,70.1,52.9,61.8,8.6,69.1
7.8,89.9,56.5,66.0,5.8,72.2
6.0,68.9,75.7,73.6,8.6,75.8
7.8,74.4,82.1,74.5,8.4,81.5
5.8,96.9,58.7,64.2,5.5,72.9
5.6,77.4,48.0,40.9,7.8,64.1
4.7,69.3,100.0,78.5,6.9,89.9
8.9,67.5,79.7,70.5,6.3,80.6
3.7,82.0,64.0,72.4,4.7,64.3
8.9,62.0,81.0,70.5,5.8,89.8
6.6,75.0,66.1,70.0,7.8,68.9
2.4,82.0,81.0,61.8,8.0,73.5
6.3,93.6,70.4,64.5,6.7,70.2
0.9,86.0,69.4,68.1,8.0,70.5
6.9,69.4,66.3,68.1,8.1,71.8
7.4,92.1,46.3,52.3,7.2,75.2
4.2,74.4,97.1,76.3,6.1,90.4
5.8,63.2,53.9,55.9,7.5,59.6
9.8,75.9,47.6,41.1,7.6,63.1
4.4,95.3,64.8,77.3,7.8,74.6
3.2,80.0,53.6,47.4,8.0,54.1
8.8,78.2,67.2,46.2,5.4,70.9
9.8,97.6,78.3,72.5,6.4,84.6
5.5,60.8,82.9,79.4,4.7,73.5
7.7,62.6,80.2,69.5,7.9,76.3
8.5,58.6,63.4,60.5,6.7,73.6
3.9,82.5,68.7,63.7,7.5,72.5
4.4,80.0,74.1,64.5,5.2,72.7
8.2,96.5,41.6,39.6,8.7,65.7
9.2,80.9,76.6,49.3,5.6,76.0
6.7,73.2,46.1,50.2,7.9,60.6
3.6,78.0,98.6,89.2,7.1,90.3
9.9,79.4,61.9,61.6,6.8,75.9
4.3,57.9,65.2,60.3,6.7,61.4
4.8,100.0,56.5,73.7,6.2,68.6
6.3,84.2,58.6,60.9,8.6,77.7
8.9,80.5,100.0,79.1,7.0,100.0
7.4,85.4,82.1,65.0,5.5,85.2
6.4,86.5,44.8,67.4,6.5,56.1
6.5,76.3,90.6,78.1,7.2,88.2
5.6,70.4,85.9,62.3,8.1,77.8
6.7,85.2,63.8,52.0,6.3,68.6
0.5,82.6,72.6,75.6,6.4,55.9
4.8,68.3,67.8,51.1,7.0,58.6
6.0,95.0,97.6,97.3,8.0,98.5
3.0,81.5,56.1,34.2,5.4,55.0
6.3,86.8,70.2,76.7,7.6,76.6
5.1,94.7,61.6,66.5,6.4,68.0
9.4,78.3,46.5,51.1,6.6,74.8
9.0,81.8,100.0,79.0,9.4,100.0
4.5,87.7,50.3,69.7,6.8,62.0
5.2,69.3,71.3,67.2,7.9,70.8
5.3,78.6,41.9,40.5,7.9,46.6
4.5,79.5,62.0,45.2,5.6,61.8
5.9,66.5,74.3,63.9,4.8,67.1
3.8,100.0,55.6,60.6,8.0,64.6
3.0,61.1,76.8,50.4,5.7,62.2
6.9,62.4,64.0,55.4,5.0,73.7
6.9,93.8,85.4,70.8,8.2,82.7
3.7,86.6,88.4,75.3,5.8,82.9
7.5,65.7,59.2,59.8,6.1,71.0
4.1,85.3,69.2,76.3,9.4,71.5
6.1,95.6,70.8,75.1,5.0,80.4
7.3,77.6,77.3,61.1,5.5,84.8
5.4,100.0,68.2,70.5,6.4,72.4
6.5,57.3,70.9,58.8,6.7,69.9
4.4,86.3,64.3,51.3,5.9,65.1
5.1,92.0,69.7,69.5,5.6,75.5
5.0,88.7,87.5,90.2,8.8,92.6
3.9,75.5,77.7,66.9,7.3,72.3
5.1,74.5,78.5,54.0,7.7,74.4
2.1,83.3,78.8,69.4,6.8,65.0
4.4,87.8,65.7,53.4,7.3,66.9
4.9,85.2,72.8,73.2,8.1,74.0
4.9,90.5,51.7,60.3,5.8,56.0
5.0,65.8,87.0,67.9,7.3,74.9
5.4,75.3,30.0,37.7,7.8,46.9
6.6,66.7,66.7,56.7,8.9,72.6
7.4,73.4,85.1,70.2,9.3,80.9
4.1,90.2,47.5,47.5,7.1,51.3
2.9,79.3,74.0,54.4,8.4,69.2
3.2,100.0,57.8,70.9,4.0,65.1
4.4,80.3,62.5,56.4,8.9,69.5
4.7,78.7,82.2,71.2,6.1,82.5
3.8,79.3,71.0,66.2,6.7,70.5
2.6,70.3,37.5,45.8,7.5,40.9
4.5,77.3,53.4,44.3,6.8,56.2
5.9,91.5,82.6,59.9,7.2,87.9
6.8,79.4,74.7,61.2,8.9,91.1
4.3,68.5,94.2,77.1,6.5,83.0
4.6,66.9,93.2,67.2,5.7,80.0
3.5,72.6,62.9,54.9,9.2,65.0
5.4,78.9,100.0,96.7,7.6,94.7
3.6,92.3,68.4,50.9,9.3,72.9
6.8,61.9,53.6,43.9,8.0,64.3
1.6,74.2,58.5,70.9,5.4,56.8
4.7,79.7,34.1,43.3,7.8,46.7
6.2,56.0,92.1,64.0,5.8,71.5
5.9,68.0,91.9,81.9,7.0,88.8
11.4,69.8,52.8,51.9,6.9,74.8
6.3,68.4,64.6,54.8,5.1,61.5
3.3,80.3,69.4,64.8,6.0,60.1
5.3,76.1,53.6,48.2,9.6,64.4
1.6,71.3,41.7,37.6,7.3,32.9
5.3,83.1,64.8,60.5,6.8,69.8
3.7,98.7,63.2,56.3,9.2,71.8
7.5,97.7,62.2,63.7,6.5,78.8
4.3,54.9,71.3,60.8,6.9,61.7
5.2,84.9,89.4,82.2,8.2,81.5
4.1,75.9,63.5,67.9,6.5,67.4
9.3,79.9,70.6,60.6,6.1,85.7
4.8,73.2,78.9,70.7,4.3,69.4
9.5,79.4,76.3,70.8,5.9,88.1
7.3,79.8,58.8,59.9,5.9,76.2
6.6,71.1,69.4,57.1,7.2,72.7
6.3,67.2,76.2,55.5,6.3,69.8
6.4,72.6,51.1,55.3,9.6,68.8
1.3,80.8,87.0,59.4,5.7,63.5
4.9,85.2,89.5,73.4,8.7,78.9
7.4,88.2,57.2,38.1,7.3,69.8
5.4,72.1,70.9,51.3,8.0,66.5
2.4,81.4,77.6,61.0,7.9,66.5
5.4,89.6,59.8,69.1,4.3,64.4
9.2,92.0,75.2,74.9,7.0,87.0
8.2,77.3,70.4,58.6,6.7,83.2
5.4,75.3,46.0,55.0,5.6,63.0
7.6,80.3,74.9,73.4,7.6,90.8
4.7,64.2,51.5,48.1,9.1,60.8
1.8,75.7,82.1,58.0,4.0,64.8
3.5,86.9,57.9,56.9,6.4,53.5
8.9,85.7,65.6,61.7,5.5,76.8
4.9,74.8,88.6,62.6,7.1,87.7
5.0,80.6,75.4,69.6,6.6,72.4
4.8,68.1,51.8,52.8,6.3,62.3
9.7,86.4,52.8,59.2,7.8,75.7
9.1,77.1,59.0,59.0,9.0,64.1
10.4,74.7,73.9,70.2,10.0,92.9
5.2,73.7,73.4,62.4,6.1,75.9
6.2,77.2,55.4,56.4,4.8,61.8
2.2,72.6,50.5,47.7,7.7,54.7
8.7,85.9,72.2,61.5,8.9,76.2
2.9,73.3,65.3,69.9,8.0,57.8
6.0,97.1,100.0,67.9,8.9,94.8
3.1,95.6,68.5,73.6,6.7,72.3
4.2,67.3,95.2,69.2,6.3,84.8
3.7,78.8,50.4,46.4,7.1,56.1
4.2,70.2,44.4,49.1,6.6,44.8
4.3,74.1,51.2,39.8,7.8,54.3
4.3,100.0,85.8,70.7,8.2,85.9
7.3,74.3,94.3,68.6,8.3,81.1
3.1,82.3,56.3,54.8,7.6,57.6
6.0,84.5,61.1,53.3,7.3,65.9
8.2,66.0,50.5,62.1,8.0,64.3
4.4,67.7,40.8,58.7,4.6,51.1
3.9,63.5,78.8,48.0,7.3,59.8
5.0,67.4,71.3,65.4,7.1,71.0
8.1,43.8,68.2,60.3,7.3,72.4
5.9,84.5,47.0,56.3,6.9,65.7
4.3,100.0,92.6,75.7,7.5,82.0
6.6,79.8,60.4,56.2,6.3,60.7
3.1,61.0,76.0,56.1,8.4,65.4
7.0,70.3,46.2,44.6,7.6,56.9
6.4,72.5,65.1,49.3,7.2,80.0
4.8,65.8,72.4,60.4,6.2,68.8
3.7,88.3,72.9,55.1,8.0,69.3
3.5,87.7,70.3,64.0,7.2,67.8
6.7,64.1,75.4,52.5,6.1,65.2
8.2,86.7,51.0,56.4,6.9,71.7
4.1,96.3,71.0,62.7,7.8,72.1
6.5,100.0,69.7,70.7,7.7,80.4
0.9,100.0,71.5,78.0,7.6,69.2
4.2,67.2,69.1,72.5,7.1,68.7
5.4,100.0,48.9,36.7,8.2,52.1
3.5,73.7,48.2,43.3,8.5,55.1
3.4,70.9,34.8,39.4,7.9,38.7
4.0,81.9,80.3,73.3,6.3,74.3
6.1,71.0,80.4,53.8,5.7,78.6
5.1,82.8,80.7,62.2,6.3,83.4
0.6,62.2,72.6,61.5,9.3,50.9
0.8,75.1,36.0,44.3,7.3,37.9
4.2,93.4,52.6,60.3,9.6,65.8
6.5,77.3,70.6,66.7,6.9,68.0
0.5,79.7,70.0,66.1,6.7,62.7
4.4,83.7,64.7,63.1,6.9,67.4
4.3,92.0,73.5,68.9,6.9,74.9
8.6,58.1,68.2,62.4,6.1,69.3
4.7,85.0,69.8,46.7,5.6,66.9
6.3,74.8,58.4,68.2,7.6,72.8
5.8,80.0,82.7,52.8,8.3,77.8
0.8,90.7,61.5,52.9,9.9,55.6
7.2,63.7,48.0,45.5,6.5,55.4
6.0,65.8,56.4,57.9,6.6,62.9
6.6,54.8,62.8,30.0,6.1,57.1
12.0,71.4,82.9,68.2,8.4,99.8
0.9,94.0,67.4,71.9,8.0,62.3
9.3,76.6,65.2,68.0,5.9,73.2
4.9,61.9,49.3,42.0,5.9,51.8
6.1,72.2,79.8,64.5,8.1,75.7
5.4,60.1,58.2,47.1,7.5,61.8
4.6,64.5,66.5,54.6,7.9,63.4
4.2,82.7,90.2,67.0,5.9,81.4
6.2,63.9,75.6,55.4,4.7,64.2
